CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
18-02-0397-46,18-017,IZABAL,LIVINGSTON,LICEO INFANTIL RIO DULCE,BARRIO EL TALLER ALDEA FRONTERAS RIO DULCE,53317983,RUBEN ALFREDO MAZARIEGOS VASQUEZ,SONIA ADELMA LOPEZ GUTIERREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0400-46,18-011,IZABAL,LIVINGSTON,LICEO ADVENTISTA ELENA G. DE WHITE,BARRIO LA CAPITANIA,30376084,JUAN OSVALDO ESTERO MARTINEZ,SILVIA ODENA NAVAS ARIAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-02-2388-46,18-017,IZABAL,LIVINGSTON,COLEGIO DE EDUCACION BASICA Y DIVERSIFICADA EN ESTUDIOS COMERCIALES CON ORIENTACION EN COMPUTACION Y TURISMO NUEVO AMANECER,ALDEA FRONTERAS RIO DULCE,40653460,RUBEN ALFREDO MAZARIEGOS VASQUEZ,JUAN BASILIO HERNANDEZ ESCOBAR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-2576-46,18-011,IZABAL,LIVINGSTON,INSTITUTO DE EDUCACION BASICA Y DIVERSIFICADO DE BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ (INBACH),CALLE DE LA IGLESIA,42129124,JUAN OSVALDO ESTERO MARTINEZ,RUDY ARCIDES RAMIREZ CAYETANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-02-2809-46,18-007,IZABAL,LIVINGSTON,INSTITUTO DE DIVERSIFICADO POR COOPERATIVA,BARRIO MINERVA,79480009,CYNTHIA AZUCELLY BARRIENTOS LOPEZ,IRMA ELENA RIVAS MONROY,DIVERSIFICADO,COOPERATIVA,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-2916-46,18-041,IZABAL,LIVINGSTON,INSTITUTO PARTICULAR MIXTO AK TENAMIT PUEBLO NUEVO,ALDEA BARRA LAMPARA,59484610,AXEL RAFAEL GARCIA VALDEZ,CARLOS RAFAEL QUIM XOL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-02-3077-46,18-017,IZABAL,LIVINGSTON,INSTITUTO PRIVADO DE EDUCACION BASICA Y DIVERSIFICADA BUENOS AIRES,ALDEA SAN ANTONIO SEJA,45899054,RUBEN ALFREDO MAZARIEGOS VASQUEZ,WENDY ARACELY COLINDRES GUTIERREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-3213-46,18-017,IZABAL,LIVINGSTON,COLEGIO DE EDUCACION BASICA Y DIVERSIFICADA EN ESTUDIOS COMERCIALES CON ORIENTACION EN COMPUTACION Y TURISMO NUEVO AMANECER,ALDEA FRONTERAS RIO DULCE,40653460,RUBEN ALFREDO MAZARIEGOS VASQUEZ,JUAN BASILIO HERNANDEZ ESCOBAR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-03-0106-46,18-020,IZABAL,EL ESTOR,"CENTRO EDUCATIVO COMUNITARIO ""ANTONIO POP CAAL""",ALDEA CHICHIPATE,49471171,SILVERIO CHITOP CABRERA,ROLANDO ASIG CUZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-03-0119-46,18-020,IZABAL,EL ESTOR,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CHICHIPATE,49087191,SILVERIO CHITOP CABRERA,VICTORIANO TEMU ORDOAEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-03-0120-46,18-020,IZABAL,EL ESTOR,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LICENCIADO JULIO ANTONIO DE LEON SOSA,5A. AVENIDA 3-79 ZONA 1,79497589,SILVERIO CHITOP CABRERA,NOEL ARMANDO BARRIENTOS REY,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-03-0234-46,18-020,IZABAL,EL ESTOR,INSTITUTO PRIVADO MIXTO DE FORMACION MAGISTERIAL CON ORIENTACION BILINGAE (Q EQCHI),CABECERA MUNICIPAL,49404362,SILVERIO CHITOP CABRERA,JOSE JOEL LORENZO FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-03-0252-46,18-021,IZABAL,EL ESTOR,"INSTITUTO PARTICULAR MIXTO ""MADRE MIRIAM SIMON""","6A. AVENIDA Y 6A. CALLE, ZONA 1",79497223,MIGUEL ANGEL GONZALEZ LEMUS,WELFRED NEDELSO RUIZ CANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-03-0285-46,18-012,IZABAL,EL ESTOR,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SEPUR ZARCO,41012554,RAQUEL MAZARIEGOS GARCIA,SINDI IMER PEREZ LOPEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-03-2454-46,18-020,IZABAL,EL ESTOR,INSTITUTO PRIVADO MIXTO DE FORMACION MAGISTERIAL CON ORIENTACION BILINGUE (Q EQCHI),CABECERA MUNICIPAL,51745681,SILVERIO CHITOP CABRERA,JOSE JOEL LORENZO FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-03-2455-46,18-020,IZABAL,EL ESTOR,COLEGIO PRIVADO MIXTO DE EDUC. BASICA Y BACH. POR MADUREZ PAULO FREIRE,1A. AVENIDAY 5A. CALLE ZONA 1,48989011,SILVERIO CHITOP CABRERA,RAQUEL MAZARIEGOS GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-03-2749-46,18-021,IZABAL,EL ESTOR,ESCUELA NORMAL BILINGAE INTERCULTURAL TZOLEB AAL TIJONEL Q EQCHI OXIB KEJ,BARRIO SAN JORGE,79497500,MIGUEL ANGEL GONZALEZ LEMUS,GUSTAVO TZIBOY CHOC,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-03-3165-46,18-021,IZABAL,EL ESTOR,LICEO VOCACIONAL COACTEMALAN,BARRIO LA COROZA,79497406,MIGUEL ANGEL GONZALEZ LEMUS,LILIA IXCHEL CHITOP TZUNAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0010-46,18-039,IZABAL,MORALES,"CENTRO EDUCATIVO ""EMANUEL""","INTERIOR INEB FRANCISCO MARROQUAN, AVENIDA VICENTE COZZA",57385143,KELVIN RODRIGO HERNANDEZ MARTINEZ,FLOR DE MARIA TZUN MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0016-46,18-039,IZABAL,MORALES,"COLEGIO PARTICULAR MIXTO ""MINERVA""",ALDEA PLAYITAS,31089418,KELVIN RODRIGO HERNANDEZ MARTINEZ,KELVIN RODRIGO HERNANDEZ MARTINEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0017-46,18-039,IZABAL,MORALES,"COLEGIO PARTICULAR MIXTO ""MINERVA""",ALDEA PLAYITAS,79480009,KELVIN RODRIGO HERNANDEZ MARTINEZ,KATHERINE YANINA GALEANO ARCHILA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0076-46,18-039,IZABAL,MORALES,"LICEO FORMACION BASICA Y PROFESIONAL ""LATINOAMERICANO""",BARRIO LAS FLORES,50529699,KELVIN RODRIGO HERNANDEZ MARTINEZ,KARLA JOHANNA SANABRIA CASTAAEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0077-46,18-039,IZABAL,MORALES,"LICEO DE FORMACION BASICA Y PROFESIONAL ""LATINOAMERICANO""",BARRIO LAS FLORES,50529699,KELVIN RODRIGO HERNANDEZ MARTINEZ,KARLA JOHANNA SANABRIA CASTAAEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0081-46,18-039,IZABAL,MORALES,"CENTRO EDUCATIVO PRIVADO ""YATZAR NURIM""",BARRIO EL REMOLINO,79479521,KELVIN RODRIGO HERNANDEZ MARTINEZ,OSMAR GIOVANY ORTEGA CASTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0083-46,18-039,IZABAL,MORALES,"CENTRO EDUCATIVO PRIVADO ""YATZAR NURIM""",BARRIO EL REMOLINO,79479521,KELVIN RODRIGO HERNANDEZ MARTINEZ,MELVIN DAGOBERTO PAZ SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0086-46,18-030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LICDA. IRMA CONSUELO ALVARADO MOSCOSO DE LOPEZ,ALDEA GUAYTAN,35894461,NANCY CAROLA GAMEZ ORTIZ DE RAMIREZ,MYRA LORENA PITTERS OLIVA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0087-46,18-030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,AVENIDA VICENTE COZZA,79477001,NANCY CAROLA GAMEZ ORTIZ DE RAMIREZ,MARCO AURELIO DIAZ CORDOVA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0100-46,18-030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA RIO NEGRO,46976811,NANCY CAROLA GAMEZ ORTIZ DE RAMIREZ,IRIS MARLENI NORMANNS MORALES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0108-46,18-039,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""EL MAESTRO AMIGO""",ALDEA RIO NEGRO,40465929,KELVIN RODRIGO HERNANDEZ MARTINEZ,DARWIN ENRIQUE ALVAREZ MORAN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0118-46,18-030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA PLAYITAS,47941234,NANCY CAROLA GAMEZ ORTIZ DE RAMIREZ,ASTRID SUCELY DE LEON ZUAIGA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0124-46,18-039,IZABAL,MORALES,LICEO DE CIENCIA Y TECNOLOGIA,BARRIO MODERNO,79480009,KELVIN RODRIGO HERNANDEZ MARTINEZ,SANDRA CONSUELO CATALAN CASASOLA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-04-0126-46,18-039,IZABAL,MORALES,LICEO DE CIENCIA Y TECNOLOGIA,BARRIO MODERNO,79489525,KELVIN RODRIGO HERNANDEZ MARTINEZ,SANDRA CONSUELO CATALAN CASASOLA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0128-46,18-039,IZABAL,MORALES,LICEO DE CIENCIA Y TECNOLOGIA,BARRIO MODERNO,79480009,KELVIN RODRIGO HERNANDEZ MARTINEZ,SANDRA CONSUELO CATALAN CASASOLA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0130-46,18-039,IZABAL,MORALES,"LICEO CRISTIANO BILINGUE ""MANANTIAL DE VIDA""",BARRIO BANANERA,79479322,KELVIN RODRIGO HERNANDEZ MARTINEZ,ESVIN LEONEL MORALES RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-04-0131-46,18-039,IZABAL,MORALES,"CENTRO EDUCATIVO ""EMANUEL""","INTERIOR INEB FRANCISCO MARROQUAN, AVENIDA VICENTE COZZA",59965744,KELVIN RODRIGO HERNANDEZ MARTINEZ,FLOR DE MARIA TZUN MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0137-46,18-039,IZABAL,MORALES,"CENTRO EDUCATIVO ""MAYA SYSTEMS""",ALDEA LOS ANDES,53626154,KELVIN RODRIGO HERNANDEZ MARTINEZ,MAJIB JHESSIELL YADZDIE WADY JOZ LANDAVERRY VASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0138-46,18-039,IZABAL,MORALES,CENTRO EDUCATIVO MAYA SYSTEMS,ALDEA LOS ANDES,53626154,KELVIN RODRIGO HERNANDEZ MARTINEZ,MAJIB JHESSIELL YADZDIE WADY JOZ LANDAVERRY VASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0142-46,18-039,IZABAL,MORALES,LICEO TECNICO HERMANO PEDRO,BARRIO MILLA 37,40960621,KELVIN RODRIGO HERNANDEZ MARTINEZ,ABEL MADRID LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0149-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO ELITE,BARRIO EL MITCHAL,56968070,KELVIN RODRIGO HERNANDEZ MARTINEZ,AMED BENJAMIN ROSSILL BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0150-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO ELITE,BARRIO EL MITCHAL,56968070,KELVIN RODRIGO HERNANDEZ MARTINEZ,AMED BENJAMIN ROSSILL BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0154-46,18-033,IZABAL,MORALES,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y DIVERSIFICADA,BARRIO LAS FLORES,46053272,BLANCA DINA RIVAS LOYO DE SANTIAGO,MAYNOR ANIBAL CASTRO PAIZ,DIVERSIFICADO,MUNICIPAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0170-46,18-039,IZABAL,MORALES,COLEGIO PARTICULAR MIXTO MINERVA,ALDEA PLAYITAS,31089418,KELVIN RODRIGO HERNANDEZ MARTINEZ,KATHERINE YANINA GALEANO ARCHILA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-04-0174-46,18-039,IZABAL,MORALES,LICEO ALVAREZ OVALLE,BARRIO LOS CASTRO,79476691,KELVIN RODRIGO HERNANDEZ MARTINEZ,WENDI MADAI CARTAGENA SANCHEZ DE LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0176-46,18-039,IZABAL,MORALES,LICEO ALVAREZ OVALLE,BARRIO LOS CASTRO,57362216,KELVIN RODRIGO HERNANDEZ MARTINEZ,WENDI MADAI CARTAGENA SANCHEZ DE LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0177-46,18-039,IZABAL,MORALES,LICEO ALVAREZ OVALLE,BARRIO LOS CASTRO,57362216,KELVIN RODRIGO HERNANDEZ MARTINEZ,WENDI MADAI CARTAGENA SANCHEZ DE LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0182-46,18-039,IZABAL,MORALES,LICEO DE CIENCIA Y TECNOLOGIA,BARRIO MODERNO,79489525,KELVIN RODRIGO HERNANDEZ MARTINEZ,JOSE SANTOS RAMIREZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0185-46,18-030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED-,ALDEA RIO BLANCO,51688309,NANCY CAROLA GAMEZ ORTIZ DE RAMIREZ,LUIS ALBERTO DE PAZ VENTURA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-04-0193-46,18-039,IZABAL,MORALES,LICEO IZABAL,BARRIO EL CARRIZAL,79478332,KELVIN RODRIGO HERNANDEZ MARTINEZ,MARIA EUGENIA MOLINA ALDANA DE PAIZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL
18-04-0194-46,18-039,IZABAL,MORALES,LICEO IZABAL,BARRIO EL CARRIZAL,79478332,KELVIN RODRIGO HERNANDEZ MARTINEZ,MARIA EUGENIA MOLINA ALDANA DE PAIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0195-46,18-039,IZABAL,MORALES,LICEO IZABAL,BARRIO EL CARRIZAL,79478332,KELVIN RODRIGO HERNANDEZ MARTINEZ,MARIA EUGENIA MOLINA ALDANA DE PAIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0196-46,18-030,IZABAL,MORALES,"INED TECNICO MORALENSE, ITM",COLONIA SANTA BARBARA,40572633,NANCY CAROLA GAMEZ ORTIZ DE RAMIREZ,SILVIA YANETH CASTILLO SOLAS DE PORTILLO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-04-0204-46,18-039,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""JOSA CECILIO DEL VALLE""",ALDEA PLAYITAS,31826809,KELVIN RODRIGO HERNANDEZ MARTINEZ,VICTOR MANUEL BONILLA MARROQUAN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0205-46,18-039,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""JOSA CECILIO DEL VALLE""",ALDEA PLAYITAS,31826809,KELVIN RODRIGO HERNANDEZ MARTINEZ,VICTOR MANUEL BONILLA MARROQUAN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0208-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO BETHEZDA,ALDEA CAYUGA.,48744101,KELVIN RODRIGO HERNANDEZ MARTINEZ,MARCO VINICIO FRANCO MORALES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0209-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO BETHEZDA,ALDEA CAYUGA,48744101,KELVIN RODRIGO HERNANDEZ MARTINEZ,EDITH MARIOLIS PINEDA CALDERAN DE RUIZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0212-46,18-039,IZABAL,MORALES,"LICEO EDUCACIONAL PRIVADO MIXTO INTERACTIVO ""LEMI""",ALDEA TENEDORES,49572679,KELVIN RODRIGO HERNANDEZ MARTINEZ,CLAUDIA MARAA AGUIRRE,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0213-46,18-039,IZABAL,MORALES,"CENTRO EDUCATIVO PRIVADO ""YATZAR NURIM""",BARRIO EL REMOLINO,79479521,KELVIN RODRIGO HERNANDEZ MARTINEZ,OSMAR GIOVANY ORTEGA CASTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-04-0214-46,18-039,IZABAL,MORALES,"CENTRO EDUCATIVO PRIVADO ""YATZAR NURIM""",BARRIO EL REMOLINO,79479521,KELVIN RODRIGO HERNANDEZ MARTINEZ,OSMAR GIOVANY ORTEGA CASTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0218-46,18-039,IZABAL,MORALES,LICEO IZABAL,BARRIO EL CARRIZAL,79478332,KELVIN RODRIGO HERNANDEZ MARTINEZ,MARIA EUGENIA MOLINA ALDANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0223-46,18-039,IZABAL,MORALES,"LICEO TECNICO VOCACIONAL ""HARVARD DE GUATEMALA""",ALDEA ONEIDA,79487410,KELVIN RODRIGO HERNANDEZ MARTINEZ,MILNER ARELI MONTUFAR BARDALES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0224-46,18-030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SAN FRANCISCO MILLA 45,45256003,NANCY CAROLA GAMEZ ORTIZ DE RAMIREZ,ELDER ONYLL GONZALEZ LOPEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0228-46,18-039,IZABAL,MORALES,"LICEO ""ALVAREZ OVALLE""",BARRIOS LOS CASTRO,57362216,KELVIN RODRIGO HERNANDEZ MARTINEZ,WENDI MADAI CARTAGENA SANCHEZ DE LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0231-46,18-039,IZABAL,MORALES,"COLEGIO PRIVADO MIXTO ""SAN JOSE""",COLONIA VILLAS DEL ROSARIO,59683248,KELVIN RODRIGO HERNANDEZ MARTINEZ,AMED BENJAMIN ROSSILL BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-04-0232-46,18-033,IZABAL,MORALES,"COLEGIO PRIVADO MIXTO ""SAN JOSE""",COLONIA VILLAS DEL ROSARIO,59683248,BLANCA DINA RIVAS LOYO DE SANTIAGO,AMED BENJAMIN ROSSILL BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0234-46,18-039,IZABAL,MORALES,"COLEGIO PRIVADO MIXTO ""BETHEZDA""",ALDEA CAYUGA,57006014,KELVIN RODRIGO HERNANDEZ MARTINEZ,MARCO VINICIO FRANCO MORALES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0236-46,18-033,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,BARRIO LA ESTACION,79478238,BLANCA DINA RIVAS LOYO DE SANTIAGO,JOSE GUILLERMO MORALES SILVA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0241-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,ALDEA LAS JARAS,79478238,KELVIN RODRIGO HERNANDEZ MARTINEZ,JOSE GUILLERMO MORALES MOSCOSO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0246-46,18-039,IZABAL,MORALES,"""LICEO EDUCACIONAL MIXTO DEI VERBUM""",ALDEA SAN ISIDRO EL CHOCO,53660792,KELVIN RODRIGO HERNANDEZ MARTINEZ,KARLA MARISOL PIVARAL PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0373-46,18-030,IZABAL,MORALES,ESCUELA DE CIENCIAS COMERCIALES FRANCISCO MARROQUIN,AVENIDA VICENTE COZZA,79477001,NANCY CAROLA GAMEZ ORTIZ DE RAMIREZ,MARCO AURELIO DIAZ CORDOVA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0376-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,MORALES,79478238,KELVIN RODRIGO HERNANDEZ MARTINEZ,DORA AMELIA MOSCOSO Y MOSCOSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0377-46,18-039,IZABAL,MORALES,"INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""",BARRIO EL CARRIZAL,79477890,KELVIN RODRIGO HERNANDEZ MARTINEZ,MAYNOR ANABAL CASTRO PAIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0380-46,18-039,IZABAL,MORALES,"""LICEO EDUCACIONAL MIXTO DEI VERBUM""",ALDEA SAN ISIDRO EL CHOCO,53660792,KELVIN RODRIGO HERNANDEZ MARTINEZ,KARLA MARISOL PIVARAL PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
